rule,rule_name,classification,context,file,line,match,clause
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,prose,uiowa_rfq_18649_unknown_propagation/examples/planted-conflicts.md,140,the University of Iowa,"This output is a screen result, not an assessment, not a finding about the University of Iowa, and not a judgement of any lane or any author."
CG-05,REAL_UNIVERSITY_FINDING,AMBIGUOUS,code,uiowa_rfq_18649_unknown_propagation/scan_unknowns.py,944,the University of Iowa,"""finding about the University of Iowa, and not a judgement of any lane or """
CG-01,CERTIFICATION_CLAIM,REFUSAL,test,uiowa_rfq_18649_unknown_propagation/test_scan_unknowns.py,492,compliance verdict,"""""""No finding or total may carry a score, grade or compliance verdict."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_vocabulary_crosswalk/README.md,3,certified,"Nothing is a University of Iowa finding, and no lane is scored, ranked, corrected or certified."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_vocabulary_crosswalk/README.md,53,certified,"Nothing here is a University of Iowa finding, and no lane is scored, ranked or certified."
CG-01,CERTIFICATION_CLAIM,ASSERTION,prose,uiowa_rfq_18649_vocabulary_crosswalk/README.md,195,certified,"The judgemental-language guard scanned the whole report for ""certified"" and hit the banner's own promise that no lane is certified."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_vocabulary_crosswalk/output/VOCABULARY_REPORT.md,3,certified,"Nothing here is a University of Iowa finding, and no lane is scored, ranked or certified."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_vocabulary_crosswalk/output/VOCABULARY_REPORT.md,178,certified,"- No lane is scored, ranked, corrected or certified. No file outside this package's own output directory is written."
CG-01,CERTIFICATION_CLAIM,REFUSAL,data,uiowa_rfq_18649_vocabulary_crosswalk/output/needs_a_decision.csv,1,certified,"Nothing here is a University of Iowa finding, and no lane is scored, ranked or certified."
CG-01,CERTIFICATION_CLAIM,REFUSAL,data,uiowa_rfq_18649_vocabulary_crosswalk/output/observations.csv,1,certified,"Nothing here is a University of Iowa finding, and no lane is scored, ranked or certified."
CG-01,CERTIFICATION_CLAIM,REFUSAL,data,uiowa_rfq_18649_vocabulary_crosswalk/output/term_crosswalk.csv,1,certified,"Nothing here is a University of Iowa finding, and no lane is scored, ranked or certified."
CG-01,CERTIFICATION_CLAIM,REFUSAL,data,uiowa_rfq_18649_vocabulary_crosswalk/output/vocabulary_report.json,2,certified,"Nothing here is a University of Iowa finding, and no lane is scored, ranked or certified."","
CG-01,CERTIFICATION_CLAIM,REFUSAL,code,uiowa_rfq_18649_vocabulary_crosswalk/reconcile.py,32,certified,"""a University of Iowa finding, and no lane is scored, ranked or certified."")"
CG-01,CERTIFICATION_CLAIM,REFUSAL,code,uiowa_rfq_18649_vocabulary_crosswalk/reconcile.py,326,certified,"a(""- No lane is scored, ranked, corrected or certified. No file outside this """
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,test,uiowa_rfq_18649_vocabulary_crosswalk/test_vocabulary.py,238,certified,"ranked or certified""), so a scan of the whole report flags its own promise."
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,test,uiowa_rfq_18649_vocabulary_crosswalk/test_vocabulary.py,250,certified,"for banned in (""maturity score"", ""percentile"", ""compliant"", ""certified"","
CG-02,MATURITY_LEVEL,AMBIGUOUS,test,uiowa_rfq_18649_vocabulary_crosswalk/test_vocabulary.py,250,maturity score,"for banned in (""maturity score"", ""percentile"", ""compliant"", ""certified"","
CG-03,PEER_COMPARISON,AMBIGUOUS,test,uiowa_rfq_18649_vocabulary_crosswalk/test_vocabulary.py,250,percentile,"for banned in (""maturity score"", ""percentile"", ""compliant"", ""certified"","
CG-01,CERTIFICATION_CLAIM,REFUSAL,data,uiowa_rfq_18649_workbench/12-policy-context.csv,14,conformance,"responsible individuals are to include accessibility in all phases of the software lifecycle."",Accessibility / software delivery,""Accessibility evidence should appear during requirements, design, build/test, procurement/"
CG-01,CERTIFICATION_CLAIM,REFUSAL,data,uiowa_rfq_18649_workbench/12-policy-context.csv,16,conformance,"separate Section 508/WCAG 2.0 AA references apply to non-web technologies."",Accessibility / software delivery,""Web application review can use WCAG 2.1 AA as the University-stated technical baseline and should retain prod"
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_workbench/12-policy-reference-memo.md,3,compliance determination,"public policy context, not an assessment finding or compliance determination Prepared: 2026-09-19 Access date for public sources: 2026-09-19 Scope: University of Iowa RFQ 18649 preparation for ESS, RIS, and IAM across so"
CG-02,MATURITY_LEVEL,ASSERTION,prose,uiowa_rfq_18649_workbench/12-policy-reference-memo.md,20,maturity level,- a group has a particular maturity level;
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,prose,uiowa_rfq_18649_workbench/12-policy-reference-memo.md,131,conformance,- actual accessibility conformance or open accessibility defects;
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,prose,uiowa_rfq_18649_workbench/12-policy-reference-memo.md,136,certification,"- compliance, certification, maturity, or comparative performance."
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,prose,uiowa_rfq_18649_workbench/12-policy-reference-memo.md,162,compliance verdict,"This structure prevents the assessment from turning a policy reference into an unsupported compliance verdict and preserves a constructive, evidence-based scope."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_workbench/19-reliability-peer-pack.md,8,certify,"> This pack does not assert findings about Iowa, assign maturity scores, certify compliance, or recommend procurement."
CG-03,PEER_COMPARISON,AMBIGUOUS,prose,uiowa_rfq_18649_workbench/19-reliability-peer-pack.md,20,peer comparison,"Cross-peer comparison without matching definitions, periods, denominators, exclusions, and service boundaries"
CG-03,PEER_COMPARISON,AMBIGUOUS,prose,uiowa_rfq_18649_workbench/19-reliability-peer-pack.md,190,percentile,"statistic type (count, %, mean, median, percentile);"
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_workbench/19-reliability-peer-pack.md,252,maturity score,It is not peer number → maturity score.
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,prose,uiowa_rfq_18649_workbench/README.md,69,the University of Iowa,"It does not contact Clark's Consulting or the University of Iowa, submit a response, change the proposed $24,000 + optional $4,000 commercial hypothesis, authorize spend or travel, request payment, establish cash/revenue"
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_workbench/framework_crosswalk/20-adaptation-memo.md,3,certification,"not a University finding, certification, compliance opinion, or maturity determination"
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_workbench/framework_crosswalk/20-adaptation-memo.md,32,maturity score,"The crosswalk uses exact practice/task identifiers such as PO.1, PO.3.3, PO.4.1, PW.2.1, and PW.6.1-PW.6.2 so later assessment notes can point back to the source without claiming that NIST supplied a local maturity score"
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_workbench/framework_crosswalk/20-adaptation-memo.md,54,certification,"This package therefore uses the CSF to organize questions and evidence, not to infer tooling, architecture, certification, or a numeric maturity score."
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_workbench/framework_crosswalk/20-adaptation-memo.md,54,maturity score,"This package therefore uses the CSF to organize questions and evidence, not to infer tooling, architecture, certification, or a numeric maturity score."
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_workbench/framework_crosswalk/20-adaptation-memo.md,120,maturity level,Do not rename a NIST construct into a maturity level without explaining the adaptation.
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_workbench/framework_crosswalk/20-adaptation-memo.md,120,percentile,"In particular, do not present CSF implementation concepts or AI RMF actions as an empirical peer percentile."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_workbench/framework_crosswalk/20-adaptation-memo.md,148,certification,Do not turn outcome categories into a compliance certification
CG-01,CERTIFICATION_CLAIM,ASSERTION,prose,uiowa_rfq_18649_workbench/framework_crosswalk/20-adaptation-memo.md,190,certified,"- any service is compliant, certified, secure, mature, immature, or benchmarked at a peer percentile;"
CG-03,PEER_COMPARISON,ASSERTION,prose,uiowa_rfq_18649_workbench/framework_crosswalk/20-adaptation-memo.md,190,percentile,"- any service is compliant, certified, secure, mature, immature, or benchmarked at a peer percentile;"
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,prose,uiowa_rfq_18649_workbench/framework_crosswalk/20-adaptation-memo.md,191,certification,- the RFQ requires NIST certification;
CG-02,MATURITY_LEVEL,REFUSAL,data,uiowa_rfq_18649_workbench/framework_crosswalk/20-framework-crosswalk.csv,11,maturity score,"no maturity score is implied."",""https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-218.pdf"""
CG-02,MATURITY_LEVEL,REFUSAL,data,uiowa_rfq_18649_workbench/framework_crosswalk/20-framework-crosswalk.csv,22,maturity score,"decision logs"",""Do not translate risk language into an invented maturity score."",""https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.29.pdf"""
CG-02,MATURITY_LEVEL,REFUSAL,data,uiowa_rfq_18649_workbench/framework_crosswalk/20-framework-crosswalk.csv,43,maturity level,"they do not create an empirical benchmark or universal maturity level."",""https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.29.pdf"""
CG-01,CERTIFICATION_CLAIM,REFUSAL,data,uiowa_rfq_18649_workbench/framework_crosswalk/20-framework-crosswalk.csv,44,certification,"stakeholder context"",""Do not convert Tiers into a TJLabs maturity score, percentile, certification, or cross-team ranking;"
CG-02,MATURITY_LEVEL,REFUSAL,data,uiowa_rfq_18649_workbench/framework_crosswalk/20-framework-crosswalk.csv,44,maturity score,"stakeholder context"",""Do not convert Tiers into a TJLabs maturity score, percentile, certification, or cross-team ranking;"
CG-03,PEER_COMPARISON,REFUSAL,data,uiowa_rfq_18649_workbench/framework_crosswalk/20-framework-crosswalk.csv,44,percentile,"stakeholder context"",""Do not convert Tiers into a TJLabs maturity score, percentile, certification, or cross-team ranking;"
CG-01,CERTIFICATION_CLAIM,REFUSAL,data,uiowa_rfq_18649_workbench/framework_crosswalk/20-framework-crosswalk.csv,55,certification,"monitoring results"",""Do not treat AI RMF as a security certification or substitute for system-specific threat assessment."",""https://nvlpubs.nist.gov/nistpubs/ai/nist.ai.100-1.pdf"""
CG-01,CERTIFICATION_CLAIM,REFUSAL,data,uiowa_rfq_18649_workbench/framework_crosswalk/20-framework-crosswalk.csv,61,certification,"rollback criteria"",""This is a decision structure, not a NIST approval or certification of a system."",""https://nvlpubs.nist.gov/nistpubs/ai/nist.ai.100-1.pdf"""
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,code,uiowa_rfq_18649_workbench/framework_crosswalk/validate_framework_crosswalk.py,45,certified,"""nist certified"","
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,code,uiowa_rfq_18649_workbench/framework_crosswalk/validate_framework_crosswalk.py,48,certification,"""certification level"","
CG-03,PEER_COMPARISON,AMBIGUOUS,code,uiowa_rfq_18649_workbench/framework_crosswalk/validate_framework_crosswalk.py,49,percentile,"""percentile rank"","
CG-05,REAL_UNIVERSITY_FINDING,ASSERTION,code,uiowa_rfq_18649_workbench/server.py,2,the University of Iowa,"""""""Loopback-only analyst workbench for the University of Iowa RFQ 18649 carrier."
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,prose,uiowa_rfq_18649_workshare/ACCEPTANCE_CHANGELOG.md,13,conformance,"Five base production packages, optional readout, responsibility split, consolidated comments, artifact conformance/cure."
CG-01,CERTIFICATION_CLAIM,ASSERTION,prose,uiowa_rfq_18649_workshare/ACCEPTANCE_EXHIBIT.md,40,conformance,The artifact acceptance criteria below are a deliverable-conformance and cure mechanism;
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,prose,uiowa_rfq_18649_workshare/ACCEPTANCE_EXHIBIT.md,44,conformance,Acceptance in this exhibit means conformance of TJLabs-delivered artifacts to stated criteria.
CG-01,CERTIFICATION_CLAIM,ASSERTION,prose,uiowa_rfq_18649_workshare/ACCEPTANCE_EXHIBIT.md,79,conformance,Section 5.2 provides an objective conformance/cure frame for the delivered draft;
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,prose,uiowa_rfq_18649_workshare/ACCEPTANCE_EXHIBIT.md,105,conformance,"These criteria define artifact conformance, review, and cure."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_workshare/ACCEPTANCE_EXHIBIT.md,121,certification,"draft findings and roadmap inputs remain within the technical workshare and do not claim bidder submission, contract, legal/compliance certification, award, final University-facing recommendation authority, or authority "
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_workshare/ACCEPTANCE_EXHIBIT.md,128,conformance,that conformance review does not convert the existing draft delivery payment trigger into an acceptance trigger.
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,prose,uiowa_rfq_18649_workshare/ACCEPTANCE_EXHIBIT.md,166,certification,"- procurement/vendor selection, recommendations or endorsements for specific commercial products/vendors, legal, audit, certification, insurance, or regulatory opinions;"
CG-01,CERTIFICATION_CLAIM,ASSERTION,prose,uiowa_rfq_18649_workshare/ACCEPTANCE_EXHIBIT.md,208,conformance,"This conformance/cure protocol is distinct from the proposed payment schedule: kickoff remains triggered by written authorization, draft remains triggered by delivery, and only the final base-workshare milestone is accep"
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,prose,uiowa_rfq_18649_workshare/ACCEPTANCE_EXHIBIT_REDLINE.md,33,conformance,The clean exhibit now fails scope conformance if a TJLabs artifact claims authority to recommend or endorse a specific commercial product/vendor.
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_workshare/methodology/23-evidence-confidence.md,7,maturity score,This method defines how an assessment team can describe the strength of evidence without turning confidence into a maturity score.
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_workshare/peer_research/17-context-to-interview-matrix.md,36,compliance determination,"These are process/evidence questions, not a penetration test, access attempt, or compliance determination."
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_workshare/peer_research/17-ris-peer-pack.md,9,maturity score,"Use these examples to prepare a service-boundary conversation and select concrete delivery records, not to assign a maturity score."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_workshare/peer_research/17-ris-peer-pack.md,19,certification,"they are not a new confidence score, certification, or maturity framework."
